posteam,posteam_type,defteam,side_of_field,yardline_100,half_seconds_remaining,game_seconds_remaining,qtr,down,ydstogo,ydsnet,yards_gained,epa,wp,def_wp,wpa,vegas_wpa,pass_attempt,season,cp,cpoe,goal_to_go,air_yards,field_goal_attempt,field_goal_result,kick_distance,score_differential,no_score_prob,opp_fg_prob,opp_td_prob,fg_prob,td_prob,punt_blocked,punt_inside_twenty,touchback,punt_attempt,fourth_down_converted,touchdown
MIA,home,BUF,MIA,59.0,1145.0,1145.0,3.0,4.0,2.0,21.0,0.0,-3.1107628,0.024913318,0.9750867,-0.010573395,-0.006343778,1.0,2021,0.8249694,-82.49694,0,-1.0,0.0,,,-21.0,0.028045679,0.18343824,0.31101418,0.15340018,0.31434032,0.0,0.0,0.0,0.0,0.0,0.0
BUF,away,MIA,MIA,19.0,923.0,923.0,3.0,4.0,1.0,41.0,2.0,1.7373319,0.9844418,0.015558183,0.0059297085,0.0019495487,0.0,2021,,,0,,0.0,,,21.0,0.015962265,0.048426617,0.100607246,0.48979235,0.34367517,0.0,0.0,0.0,0.0,1.0,0.0
MIA,home,BUF,BUF,19.0,75.0,75.0,4.0,4.0,3.0,56.0,0.0,-2.4876695,9.62912e-05,0.99990374,1.9937856e-05,-3.907222e-06,1.0,2021,0.6813896,-68.138954,0,4.0,0.0,,,-35.0,0.20584981,0.010790327,0.013076801,0.6935453,0.07569417,0.0,0.0,0.0,0.0,0.0,0.0
CHI,home,CIN,CIN,32.0,751.0,2551.0,2.0,4.0,1.0,61.0,0.0,-3.7220888,0.7496082,0.25039178,-0.05709696,-0.09178713,0.0,2021,,,0,,0.0,,,7.0,0.046476837,0.09576259,0.15499704,0.36517766,0.33422258,0.0,0.0,0.0,0.0,0.0,0.0
CIN,away,CHI,CHI,44.0,506.0,2306.0,2.0,4.0,2.0,24.0,0.0,-2.880713,0.27716,0.72284,-0.05628115,-0.059450775,1.0,2021,0.72286373,-72.28638,0,3.0,0.0,,,-7.0,0.16764732,0.14619543,0.20461982,0.16493464,0.3110277,0.0,0.0,0.0,0.0,0.0,0.0
DAL,away,LAC,DAL,52.0,1623.0,3423.0,1.0,4.0,1.0,78.0,0.0,2.5653274,0.4107904,0.58920956,0.06932747,0.050159574,0.0,2021,,,0,,0.0,,,0.0,0.0047978624,0.15973538,0.31000108,0.18468413,0.33134356,0.0,0.0,0.0,0.0,0.0,0.0
DAL,away,LAC,LAC,41.0,298.0,2098.0,2.0,4.0,5.0,36.0,0.0,-2.6529083,0.54188126,0.45811874,-0.06421894,-0.05941266,1.0,2021,0.57775694,-57.775696,0,14.0,0.0,,,3.0,0.2755197,0.12254115,0.17803358,0.1678488,0.24684085,0.0,0.0,0.0,0.0,0.0,0.0
LAC,home,DAL,LAC,54.0,120.0,1920.0,2.0,4.0,20.0,33.0,0.0,3.2288911,0.42493114,0.57506883,0.14373925,0.14530191,0.0,2021,,,0,,0.0,,,-3.0,0.50677615,0.14035298,0.1232014,0.11180085,0.113291696,0.0,0.0,0.0,0.0,0.0,0.0
LAC,home,DAL,LAC,66.0,1721.0,1721.0,3.0,4.0,1.0,61.0,3.0,2.3564484,0.40646917,0.59353083,0.062133133,0.05878982,0.0,2021,,,0,,0.0,,,-3.0,0.0044717146,0.20419835,0.2884719,0.15547076,0.34027207,0.0,0.0,0.0,0.0,1.0,0.0
DAL,away,LAC,LAC,42.0,1211.0,1211.0,3.0,4.0,19.0,28.0,0.0,0.065326944,0.39999086,0.60000914,-0.0,-0.012979627,0.0,2021,,,0,,0.0,,,0.0,0.012971307,0.17444712,0.36227775,0.19338341,0.23542139,0.0,0.0,0.0,0.0,0.0,0.0
DEN,away,JAX,JAX,49.0,707.0,2507.0,2.0,4.0,6.0,13.0,0.0,-0.37838146,0.33773136,0.66226864,-0.011096805,-0.012717426,0.0,2021,,,0,,0.0,,,-4.0,0.09983131,0.17625014,0.28735542,0.17331633,0.25472024,0.0,0.0,0.0,0.0,0.0,0.0
JAX,home,DEN,DEN,40.0,46.0,1846.0,2.0,4.0,5.0,45.0,10.0,2.6521924,0.40972435,0.59027565,0.10289347,0.061192587,0.0,2021,,,0,,0.0,,,-3.0,0.70844084,0.062030543,0.025872573,0.11983804,0.08231615,0.0,0.0,0.0,0.0,1.0,0.0
DEN,away,JAX,DEN,53.0,2.0,1802.0,2.0,4.0,1.0,39.0,30.0,-0.20032653,0.63386536,0.36613464,-0.04424858,-0.014400184,1.0,2021,0.6603639,33.963608,0,8.0,0.0,,,3.0,0.9217516,0.0023602475,0.007846781,0.05109677,0.015705105,0.0,0.0,0.0,0.0,1.0,0.0
DEN,away,JAX,DEN,60.0,1324.0,1324.0,3.0,4.0,4.0,16.0,0.0,-0.4698486,0.829566,0.170434,-0.016893089,-0.009498775,0.0,2021,,,0,,0.0,,,10.0,0.019020457,0.1886645,0.35924187,0.15766756,0.2651596,0.0,0.0,0.0,0.0,0.0,0.0
DEN,away,JAX,JAX,16.0,178.0,178.0,4.0,4.0,1.0,33.0,1.0,1.3785006,0.9889444,0.011055589,0.007920206,0.0060153604,0.0,2021,,,0,,0.0,,,10.0,0.24823925,0.016066186,0.02949839,0.44275913,0.26146072,0.0,0.0,0.0,0.0,1.0,0.0
DET,away,GB,DET,63.0,852.0,2652.0,2.0,4.0,23.0,7.0,0.0,0.0683612,0.37069973,0.62930024,0.020227015,-0.0038084984,0.0,2021,,,0,,0.0,,,0.0,0.062938675,0.20440987,0.35616627,0.123744845,0.24466847,0.0,0.0,0.0,0.0,0.0,0.0
DET,away,GB,GB,25.0,1257.0,1257.0,3.0,4.0,1.0,50.0,0.0,-4.0376244,0.41437405,0.58562595,-0.13971132,-0.06609814,1.0,2021,0.74384946,-74.38495,0,4.0,0.0,,,-4.0,0.007875931,0.08385002,0.13753626,0.46211195,0.3066923,0.0,0.0,0.0,0.0,0.0,0.0
DET,away,GB,GB,32.0,115.0,115.0,4.0,4.0,3.0,59.0,0.0,-1.6973188,0.00069638796,0.99930364,-0.00042691536,-0.00015066075,1.0,2021,0.251504,-25.1504,0,32.0,0.0,,,-18.0,0.4839439,0.03527942,0.03220647,0.27345037,0.17189081,0.0,0.0,0.0,0.0,0.0,0.0
BAL,home,KC,BAL,74.0,1115.0,1115.0,3.0,4.0,17.0,-9.0,0.0,-0.5536609,0.08572771,0.9142723,-0.0065835193,-0.0023566373,0.0,2021,,,0,,0.0,,,-11.0,0.03141059,0.23453309,0.38644966,0.11700079,0.2236963,0.0,0.0,0.0,0.0,0.0,0.0
BAL,home,KC,BAL,57.0,65.0,65.0,4.0,4.0,1.0,10.0,2.0,-0.004612467,0.83881164,0.16118836,0.081691146,0.10728729,0.0,2021,,,0,,0.0,,,1.0,0.85566765,0.039895736,0.032527883,0.03348415,0.03575067,0.0,0.0,0.0,0.0,1.0,0.0
IND,home,LA,LA,1.0,1400.0,3200.0,1.0,4.0,1.0,49.0,-9.0,-5.087554,0.6329438,0.3670562,-0.101848125,-0.09018785,1.0,2021,,,1,,0.0,,,0.0,0.0016713402,0.024336753,0.03129937,0.3002153,0.6399251,0.0,0.0,0.0,0.0,0.0,0.0
LA,away,IND,LA,89.0,857.0,857.0,4.0,4.0,6.0,-7.0,0.0,-4.708344,0.571909,0.428091,-0.25162047,-0.2315911,0.0,2021,,,0,,0.0,,,3.0,0.032835566,0.28290522,0.412561,0.10270652,0.16302998,0.0,0.0,0.0,0.0,0.0,1.0
PIT,home,LV,LV,38.0,817.0,2617.0,2.0,4.0,4.0,40.0,0.0,-2.3833406,0.42662597,0.57337403,-0.09343839,-0.07034135,1.0,2021,0.2824788,-28.24788,0,23.0,0.0,,,-3.0,0.055461194,0.15066405,0.2595936,0.23143758,0.28751358,0.0,0.0,0.0,0.0,0.0,0.0
LV,away,PIT,PIT,8.0,94.0,1894.0,2.0,4.0,1.0,53.0,2.0,1.8298792,0.58287686,0.41712314,0.060209334,0.07805619,0.0,2021,,,0,,0.0,,,-1.0,0.2053192,0.011489517,0.019183265,0.42650726,0.33390743,0.0,0.0,0.0,0.0,1.0,0.0
MIN,away,ARI,MIN,66.0,1062.0,1062.0,3.0,4.0,7.0,35.0,0.0,3.6267874,0.39332068,0.6066793,0.11821067,0.11687517,0.0,2021,,,0,,0.0,,,-1.0,0.020652646,0.19434234,0.3795643,0.15691735,0.24135044,0.0,0.0,0.0,0.0,0.0,0.0
ARI,home,MIN,MIN,41.0,372.0,372.0,4.0,4.0,5.0,55.0,35.0,4.978545,0.4210808,0.5789192,0.2751198,0.2686305,1.0,2021,0.30536526,69.46347,0,32.0,0.0,,,-2.0,0.2114828,0.11327166,0.21375328,0.1823878,0.26566696,0.0,0.0,0.0,0.0,1.0,0.0
NYJ,home,NE,NE,47.0,766.0,766.0,4.0,4.0,2.0,27.0,0.0,-2.8575664,0.0179144,0.9820856,-0.011969909,-0.004052194,1.0,2021,0.72003525,-72.003525,0,2.0,0.0,,,-19.0,0.08137734,0.16786113,0.23092322,0.18355668,0.32767326,0.0,0.0,0.0,0.0,0.0,0.0
NYJ,home,NE,NYJ,74.0,279.0,279.0,4.0,4.0,2.0,8.0,0.0,-3.1718905,0.006376035,0.993624,-0.0052377055,-0.0020371177,1.0,2021,0.5164204,-51.642044,0,16.0,0.0,,,-16.0,0.40303296,0.1541152,0.21896426,0.09295754,0.12595308,0.0,0.0,0.0,0.0,0.0,0.0
NYJ,home,NE,NYJ,80.0,66.0,66.0,4.0,4.0,15.0,55.0,35.0,2.7318745,0.0004714945,0.9995285,0.0007550545,0.0002371494,1.0,2021,0.22433704,77.5663,0,29.0,0.0,,,-19.0,0.72786975,0.12823467,0.054848332,0.0541546,0.03197531,0.0,0.0,0.0,0.0,1.0,0.0
NO,away,CAR,CAR,33.0,1231.0,1231.0,3.0,4.0,5.0,-2.0,-7.0,-3.6168687,0.051360946,0.94863904,-0.023944717,-0.030279264,1.0,2021,,,0,,0.0,,,-17.0,0.0148084825,0.110530466,0.1970804,0.50723,0.16677459,0.0,0.0,0.0,0.0,0.0,0.0
NO,away,CAR,NO,79.0,1025.0,1025.0,3.0,4.0,1.0,4.0,0.0,-0.6135051,0.021614002,0.978386,0.0017224774,-0.00611528,0.0,2021,,,0,,0.0,,,-17.0,0.0435888,0.24623188,0.3906337,0.11671603,0.19745405,0.0,0.0,0.0,0.0,0.0,0.0
CAR,home,NO,CAR,56.0,595.0,595.0,4.0,4.0,16.0,14.0,0.0,-0.019237291,0.91403943,0.08596057,-0.0027900934,-0.0054656267,0.0,2021,,,0,,0.0,,,10.0,0.15016071,0.186829,0.26609847,0.14857796,0.23823449,0.0,0.0,0.0,0.0,0.0,0.0
NO,away,CAR,NO,68.0,272.0,272.0,4.0,4.0,10.0,0.0,0.0,-2.640501,0.003334643,0.99666536,-0.0021631138,-0.002120933,1.0,2021,0.49081624,-49.081623,0,18.0,0.0,,,-16.0,0.388028,0.13989055,0.25088504,0.09032233,0.1270007,0.0,0.0,0.0,0.0,0.0,0.0
WAS,home,NYG,NYG,39.0,858.0,2658.0,2.0,4.0,1.0,90.0,2.0,2.0893888,0.29074842,0.7092516,0.084278435,0.04879549,0.0,2021,,,0,,0.0,,,-7.0,0.058518272,0.14152004,0.19205053,0.21819317,0.38266575,0.0,0.0,0.0,0.0,1.0,0.0
WAS,home,NYG,WAS,67.0,515.0,2315.0,2.0,4.0,10.0,-5.0,0.0,-0.31540555,0.4865774,0.5134226,-0.039144963,-0.033171058,0.0,2021,,,0,,0.0,,,0.0,0.20404091,0.19165249,0.26911116,0.13538723,0.1937934,0.0,0.0,0.0,0.0,0.0,0.0
WAS,home,NYG,WAS,66.0,76.0,76.0,4.0,4.0,1.0,50.0,4.0,1.1486633,0.35449582,0.6455042,0.08682814,0.10574511,0.0,2021,,,0,,0.0,,,-2.0,0.70174026,0.07607104,0.065784715,0.07178799,0.08245671,0.0,0.0,0.0,0.0,1.0,0.0
SF,away,PHI,SF,54.0,643.0,2443.0,2.0,4.0,1.0,35.0,2.0,2.2185075,0.3069969,0.69300306,0.07658255,0.07110196,0.0,2021,,,0,,0.0,,,-3.0,0.10315587,0.16372149,0.26709175,0.15206018,0.30657142,0.0,0.0,0.0,0.0,1.0,0.0
PHI,home,SF,SF,3.0,268.0,2068.0,2.0,4.0,3.0,94.0,0.0,-2.8042707,0.7732856,0.22671437,-0.0830192,-0.07721874,1.0,2021,0.42847937,-42.84794,1,3.0,0.0,,,3.0,0.061196238,0.011941177,0.020716427,0.7879603,0.11668101,0.0,0.0,0.0,0.0,0.0,0.0
SEA,home,TEN,SEA,56.0,894.0,2694.0,2.0,4.0,4.0,23.0,0.0,3.4834504,0.4800304,0.5199696,0.10979405,0.081111014,0.0,2021,,,0,,0.0,,,0.0,0.06417107,0.18347178,0.31197843,0.15524487,0.26950052,0.0,0.0,1.0,0.0,0.0,0.0
TEN,away,SEA,SEA,29.0,352.0,352.0,4.0,4.0,2.0,53.0,0.0,-3.1928809,0.16850853,0.8314915,-0.066476345,-0.06177327,1.0,2021,0.49706358,-49.706356,0,2.0,0.0,,,-7.0,0.11879275,0.06274309,0.084930085,0.5474563,0.18490471,0.0,0.0,0.0,0.0,0.0,0.0
SEA,home,TEN,SEA,61.0,264.0,264.0,4.0,4.0,1.0,5.0,0.0,-0.58922565,0.9121122,0.08788782,-0.010536909,-0.014521956,0.0,2021,,,0,,0.0,,,7.0,0.38515666,0.11752632,0.20523943,0.10717265,0.17624581,0.0,0.0,0.0,0.0,0.0,0.0
ARI,away,JAX,ARI,90.0,985.0,2785.0,1.0,4.0,1.0,4.0,0.0,-0.42536715,0.65788996,0.34211004,-0.08620858,-0.0075072646,0.0,2021,,,0,,0.0,,,7.0,0.03654023,0.26411572,0.41329056,0.10323947,0.17586657,0.0,0.0,0.0,0.0,0.0,0.0
ARI,away,JAX,JAX,26.0,1442.0,1442.0,3.0,4.0,2.0,68.0,3.0,2.2161953,0.31565934,0.68434066,0.07269704,0.07787377,1.0,2021,0.74874306,25.125694,0,3.0,0.0,,,-6.0,0.0039848075,0.06663853,0.09613106,0.6941153,0.13777353,0.0,0.0,0.0,0.0,1.0,0.0
ARI,away,JAX,JAX,6.0,497.0,497.0,4.0,4.0,1.0,65.0,2.0,2.2381096,0.85612357,0.14387643,0.020480454,0.033228636,0.0,2021,,,0,,0.0,,,5.0,0.051585123,0.029648047,0.058862485,0.50492996,0.3531356,0.0,0.0,0.0,0.0,1.0,0.0
ARI,away,JAX,ARI,54.0,138.0,138.0,4.0,4.0,8.0,17.0,0.0,-0.096982345,0.987184,0.012816012,-0.0012260675,-0.0013124347,0.0,2021,,,0,,0.0,,,12.0,0.72084993,0.0699664,0.11591926,0.034265015,0.055610675,0.0,0.0,0.0,0.0,0.0,0.0
JAX,home,ARI,50,50.0,49.0,49.0,4.0,4.0,4.0,53.0,25.0,2.6567438,0.006300029,0.99369997,0.0014197137,0.0018465284,1.0,2021,0.35679522,64.32048,0,13.0,0.0,,,-12.0,0.83419853,0.028185077,0.021296205,0.05810217,0.056783002,0.0,0.0,0.0,0.0,1.0,0.0
DET,home,BAL,BAL,38.0,1094.0,2894.0,1.0,4.0,1.0,13.0,0.0,-1.3452498,0.5571551,0.44284493,-0.059138447,-0.031068191,0.0,2021,,,0,,0.0,,,0.0,0.017892838,0.1245984,0.21689788,0.21482638,0.41841295,0.0,0.0,0.0,0.0,0.0,0.0
DET,home,BAL,BAL,43.0,1066.0,2866.0,1.0,4.0,6.0,13.0,0.0,-0.43639243,0.49801663,0.5019834,-0.011798084,-0.019949913,0.0,2021,,,0,,0.0,,,0.0,0.02064857,0.15985453,0.28765914,0.20676202,0.31486186,0.0,0.0,0.0,0.0,0.0,0.0
DET,home,BAL,DET,60.0,443.0,2243.0,2.0,4.0,19.0,10.0,0.0,-0.11493897,0.36304036,0.6369597,0.0,8.033216e-05,0.0,2021,,,0,,0.0,,,-3.0,0.19035754,0.16766436,0.29089543,0.14104865,0.19895583,0.0,0.0,0.0,0.0,0.0,0.0
DET,home,BAL,DET,66.0,117.0,1917.0,2.0,4.0,1.0,5.0,0.0,-0.39378855,0.1889679,0.8110321,-0.010276094,-0.00878524,0.0,2021,,,0,,0.0,,,-10.0,0.45157647,0.14008184,0.1672694,0.09539948,0.14228377,0.0,0.0,0.0,0.0,0.0,0.0
BAL,away,DET,BAL,84.0,26.0,26.0,4.0,4.0,19.0,27.0,36.0,0.7243463,0.17583881,0.8241612,0.24940045,0.20161965,1.0,2021,0.29012167,70.98783,0,29.0,0.0,,,-1.0,0.93117744,0.019853214,0.022163548,0.014695724,0.006460823,0.0,0.0,0.0,0.0,1.0,0.0
CAR,away,HOU,HOU,5.0,658.0,2458.0,2.0,4.0,1.0,81.0,0.0,-4.031487,0.7715198,0.22848022,-0.11305076,-0.036397323,0.0,2021,,,0,,0.0,,,7.0,0.02098618,0.032081746,0.0456946,0.509598,0.38965887,0.0,0.0,0.0,0.0,0.0,0.0
HOU,home,CAR,CAR,39.0,1544.0,1544.0,3.0,4.0,4.0,39.0,0.0,-0.5087682,0.5294881,0.4705119,-0.02971673,-0.028973997,0.0,2021,,,0,,0.0,,,-1.0,0.0035516757,0.16082235,0.260478,0.23155807,0.33323377,0.0,0.0,0.0,0.0,0.0,0.0
HOU,home,CAR,50,50.0,158.0,158.0,4.0,4.0,11.0,19.0,8.0,-2.1025198,0.0014500177,0.99855,-0.00074262975,-0.0009887618,1.0,2021,0.4236674,57.63326,0,8.0,0.0,,,-15.0,0.55847615,0.08738906,0.11134936,0.109555885,0.12380029,0.0,0.0,0.0,0.0,0.0,0.0
CLE,home,CHI,CHI,38.0,1591.0,3391.0,1.0,4.0,5.0,28.0,-9.0,-3.0775366,0.54281247,0.45718753,-0.072805464,-0.031004816,1.0,2021,,,0,,0.0,,,0.0,0.008258914,0.1674174,0.25523478,0.23210977,0.32591826,0.0,0.0,0.0,0.0,0.0,0.0
CLE,home,CHI,CHI,20.0,1163.0,2963.0,1.0,4.0,1.0,44.0,-11.0,-4.567196,0.502865,0.49713498,-0.14206767,-0.1602751,1.0,2021,,,0,,0.0,,,-3.0,0.007448102,0.06324065,0.075460695,0.47330245,0.37898177,0.0,0.0,0.0,0.0,0.0,0.0
CLE,home,CHI,CHI,20.0,365.0,365.0,4.0,4.0,1.0,41.0,6.0,1.6290965,0.99873024,0.0012697577,0.00040555,0.00017243624,0.0,2021,,,0,,0.0,,,17.0,0.1052616,0.045058563,0.055756837,0.47887453,0.3132529,0.0,0.0,0.0,0.0,1.0,0.0
CHI,away,CLE,CHI,65.0,182.0,182.0,4.0,4.0,10.0,-4.0,-14.0,-3.6148813,0.0004061766,0.9995938,8.969742e-06,-7.9479185e-05,1.0,2021,,,0,,0.0,,,-20.0,0.5029481,0.12973577,0.16650563,0.08554865,0.11206826,0.0,0.0,0.0,0.0,0.0,0.0
PIT,home,CIN,CIN,11.0,189.0,189.0,4.0,4.0,10.0,73.0,-1.0,-3.115474,0.029298795,0.9707012,-0.026167942,-0.023910386,1.0,2021,0.8117204,18.827963,0,-5.0,0.0,,,-14.0,0.12346932,0.009747307,0.017794691,0.7893448,0.058241222,0.0,0.0,0.0,0.0,0.0,0.0
PIT,home,CIN,PIT,65.0,87.0,87.0,4.0,4.0,2.0,8.0,0.0,-1.9641851,0.0017304372,0.99826956,-0.0011598419,-0.0007328653,1.0,2021,0.663833,-66.3833,0,7.0,0.0,,,-14.0,0.81728566,0.0379083,0.053196553,0.033266786,0.05570894,0.0,0.0,0.0,0.0,0.0,0.0
GB,away,SF,SF,3.0,625.0,2425.0,2.0,4.0,1.0,29.0,0.0,-3.9671211,0.8403432,0.15965682,-0.08977139,-0.021618634,1.0,2021,0.36201704,-36.201702,0,3.0,0.0,,,10.0,0.037478033,0.032761056,0.056784388,0.4456097,0.42349103,0.0,0.0,0.0,0.0,0.0,0.0
SF,home,GB,GB,49.0,301.0,2101.0,2.0,4.0,1.0,42.0,0.0,-0.99650085,0.23652737,0.7634726,-0.00464803,-0.020500153,0.0,2021,,,0,,0.0,,,-10.0,0.32139996,0.113407984,0.15385331,0.14370978,0.25999236,0.0,0.0,0.0,0.0,0.0,0.0
TEN,home,IND,IND,41.0,1420.0,3220.0,1.0,4.0,4.0,71.0,15.0,3.7218695,0.51543623,0.48456377,0.134826,0.092507064,1.0,2021,0.6747604,32.52396,0,5.0,0.0,,,0.0,0.011876431,0.15148778,0.2623329,0.21868193,0.34380755,0.0,0.0,0.0,0.0,1.0,0.0
IND,away,TEN,TEN,41.0,1545.0,1545.0,3.0,4.0,1.0,66.0,6.0,2.498287,0.3470204,0.6529796,0.088656664,0.06396529,0.0,2021,,,0,,0.0,,,-4.0,0.007625903,0.15436997,0.25094578,0.2151775,0.3635623,0.0,0.0,0.0,0.0,1.0,0.0
IND,away,TEN,TEN,15.0,1347.0,1347.0,3.0,4.0,1.0,66.0,6.0,1.6762801,0.42514303,0.574857,0.09807977,0.07775161,0.0,2021,,,0,,0.0,,,-4.0,0.0037599013,0.034177206,0.07563251,0.5287649,0.35605648,0.0,0.0,0.0,0.0,1.0,0.0
TEN,home,IND,TEN,77.0,1196.0,1196.0,3.0,4.0,5.0,76.0,0.0,3.7741575,0.55691373,0.44308627,0.116624236,0.09717655,0.0,2021,,,0,,0.0,,,1.0,0.022962136,0.23731488,0.39133325,0.12629949,0.21570888,0.0,0.0,0.0,0.0,0.0,0.0
LAC,away,KC,KC,49.0,187.0,1987.0,2.0,4.0,4.0,18.0,0.0,-0.33611587,0.8550926,0.14490741,0.0051534176,-0.01025933,0.0,2021,,,0,,0.0,,,14.0,0.45680186,0.10246488,0.14606787,0.116316274,0.17151357,0.0,0.0,0.0,0.0,0.0,0.0
LAC,away,KC,KC,28.0,900.0,900.0,4.0,4.0,4.0,75.0,9.0,2.6790962,0.410457,0.589543,0.12803933,0.107964516,1.0,2021,0.5252913,47.470867,0,6.0,0.0,,,-3.0,0.017547142,0.07158844,0.10629289,0.6946899,0.108485706,0.0,0.0,0.0,0.0,1.0,0.0
LAC,away,KC,KC,30.0,48.0,48.0,4.0,4.0,4.0,59.0,0.0,-0.7439058,0.62436515,0.37563485,0.005859077,-0.02438873,0.0,2021,,,0,,0.0,,,0.0,0.38227874,0.054214418,0.015974345,0.45419818,0.09253313,0.0,0.0,0.0,0.0,0.0,0.0
LAC,away,KC,KC,35.0,48.0,48.0,4.0,4.0,9.0,59.0,0.0,2.7661302,0.6302242,0.36977577,0.14555764,0.18525177,0.0,2021,,,0,,0.0,,,0.0,0.56691396,0.059147466,0.018412031,0.29596066,0.058617916,0.0,0.0,0.0,0.0,0.0,0.0
LV,home,MIA,LV,66.0,1195.0,2995.0,1.0,4.0,1.0,9.0,0.0,-3.839791,0.2874543,0.7125457,-0.05835426,-0.10525617,0.0,2021,,,0,,0.0,,,-7.0,0.017059516,0.18513677,0.3138389,0.14425,0.33152568,0.0,0.0,0.0,0.0,0.0,0.0
MIA,away,LV,LV,43.0,273.0,273.0,4.0,4.0,1.0,27.0,0.0,-2.8108106,0.10203413,0.89796585,-0.06228582,-0.11135155,0.0,2021,,,0,,0.0,,,-8.0,0.4688295,0.09023352,0.13488293,0.07313388,0.22906685,0.0,0.0,0.0,0.0,0.0,0.0
MIA,away,LV,MIA,60.0,138.0,138.0,4.0,4.0,3.0,82.0,0.0,-0.09857907,0.044389322,0.9556107,-0.007994834,-0.0067275725,0.0,2021,,,0,,0.0,,,-8.0,0.64290637,0.0775646,0.14157945,0.037163578,0.09638661,0.0,0.0,0.0,0.0,0.0,0.0
MIA,away,LV,MIA,65.0,138.0,138.0,4.0,4.0,8.0,82.0,15.0,2.441232,0.036394488,0.9636055,0.042463046,0.07296707,1.0,2021,0.6617049,33.82951,0,15.0,0.0,,,-8.0,0.64782375,0.08114723,0.1437951,0.037288018,0.08644392,0.0,0.0,0.0,0.0,1.0,0.0
MIA,away,LV,LV,1.0,8.0,8.0,4.0,4.0,1.0,82.0,1.0,3.506051,0.06618919,0.93381083,0.18213302,0.19107571,0.0,2021,,,1,,0.0,,,-8.0,0.25949082,0.0011288758,0.004838804,0.39587176,0.3337137,0.0,0.0,0.0,0.0,1.0,1.0
MIA,away,LV,MIA,85.0,350.0,350.0,5.0,4.0,20.0,43.0,27.0,4.1104407,0.1934461,0.8065539,0.38138556,0.38138556,1.0,2021,0.31690702,68.309296,0,25.0,0.0,,,-3.0,0.2660779,0.21736814,0.3187083,0.075407095,0.11656143,0.0,0.0,0.0,0.0,1.0,0.0
NE,home,NO,NE,53.0,863.0,2663.0,2.0,4.0,5.0,0.0,0.0,-0.42361355,0.34875998,0.65124,0.0018816292,-0.005597919,0.0,2021,,,0,,0.0,,,-7.0,0.07317783,0.18939273,0.26866522,0.18893328,0.26529977,0.0,0.0,0.0,0.0,0.0,0.0
NE,home,NO,NO,22.0,39.0,1839.0,2.0,4.0,1.0,48.0,0.0,0.11436291,0.18656556,0.8134344,-0.007352695,-0.022456959,0.0,2021,,,0,,0.0,,,-14.0,0.40882495,0.01944736,0.008049495,0.4468951,0.115507245,0.0,0.0,0.0,0.0,0.0,0.0
NO,away,NE,NE,49.0,1556.0,1556.0,3.0,4.0,1.0,16.0,0.0,-0.9585222,0.9266609,0.073339105,-0.0059124827,-0.011143327,0.0,2021,,,0,,0.0,,,18.0,0.007517033,0.17547871,0.28416175,0.19288859,0.33167014,0.0,0.0,0.0,0.0,0.0,0.0
NE,home,NO,NO,47.0,84.0,84.0,4.0,4.0,1.0,50.0,3.0,1.4177068,0.0017060139,0.998294,0.0005565486,0.00041724183,0.0,2021,,,0,,0.0,,,-15.0,0.6698011,0.07734051,0.032577388,0.09328278,0.12342861,0.0,0.0,0.0,0.0,1.0,0.0
NE,home,NO,NO,39.0,41.0,41.0,4.0,4.0,5.0,50.0,14.0,2.3145905,0.0011257704,0.99887425,0.00033401547,0.00062954606,1.0,2021,0.66980904,33.019096,0,6.0,0.0,,,-15.0,0.7823285,0.024929384,0.015219027,0.10031006,0.07582517,0.0,0.0,0.0,0.0,1.0,0.0
NE,home,NO,NO,25.0,15.0,15.0,4.0,4.0,10.0,50.0,0.0,-2.101738,0.00067561294,0.9993244,-0.00023650553,-0.0002743795,1.0,2021,0.2512593,-25.125929,0,23.0,0.0,,,-15.0,0.34612688,0.0015235483,0.004643519,0.5977524,0.049336992,0.0,0.0,0.0,0.0,0.0,0.0
NYJ,away,DEN,DEN,38.0,474.0,2274.0,2.0,4.0,13.0,32.0,0.0,-0.19977956,0.1984851,0.80151486,-0.009234831,-0.0020603165,0.0,2021,,,0,,0.0,,,-10.0,0.1452711,0.14960861,0.26228362,0.20983693,0.22285445,0.0,0.0,0.0,0.0,0.0,0.0
NYJ,away,DEN,DEN,25.0,858.0,858.0,4.0,4.0,1.0,34.0,0.0,-3.8265836,0.013416711,0.9865833,-0.0074876584,-0.0029452075,1.0,2021,0.7644378,-76.44378,0,2.0,0.0,,,-20.0,0.024355866,0.085255146,0.12506692,0.46058446,0.30303827,0.0,0.0,0.0,0.0,0.0,0.0
NYJ,away,DEN,NYJ,59.0,187.0,187.0,4.0,4.0,6.0,-8.0,-12.0,-3.224019,0.00026451814,0.9997355,-0.00016080606,-6.0330116e-05,1.0,2021,,,0,,0.0,,,-23.0,0.49111176,0.122005515,0.15593533,0.09655838,0.128288,0.0,0.0,0.0,0.0,0.0,0.0
DAL,home,PHI,PHI,1.0,1250.0,3050.0,1.0,4.0,1.0,74.0,0.0,-4.402262,0.6296049,0.37039512,-0.09477162,-0.11961138,0.0,2021,,,1,,0.0,,,0.0,0.0031147206,0.025420094,0.03508646,0.30428275,0.62821656,0.0,0.0,0.0,0.0,0.0,0.0
